dbType,assignType,tutor,cDNo,authorCode,articleUrl,title,quoteCount,publishTime,downloadCount,dbSource,fileName,allowDownload,author,range,articleStatus,tutorCode,year,content,keyWord,originate,zTCode,summary,magaAssignCode,period,deptCode,dbName,arcitleType,versionCode,articleAssignCode,publishPYName,publishCode
CMFD,,谈玲华,CDMDTMP,000056579371,,基于~#@机器学习@#~的CHNO类含能材料爆速及感度预测研究,0,2023-03-01,53,硕士,1024436633.nh,True,罗士保,,,08739978;,2023,,爆速;撞击感度;静电火花感度;机器学习,中国优秀硕士学位论文全文数据库,B017;I140,"南京理工大学
硕士
2023
基于~#@机器学习@#~的CHNO类含能材料爆速及感度预测研究
Study on Prediction of Detonation Velocity and Sensitivity of CHNO-Energetic Materials Based on Machine Learning
罗士保
谈玲华
材料与化工（专业学位）
含能材料性能预测研究
...",,,0077991;,CMFDTEMP,论文,,,BBBM,10288
CMFD,,孔烜,CDMDTMP,000003550360,,基于数值模拟和~#@机器学习@#~的非接触式车辆称重方法,0,2023-05-08,21,硕士,1024445835.nh,True,余甜甜,,,44231069;,2023,,车辆称重;轮胎荷载;轮胎参数;数值模拟,中国优秀硕士学位论文全文数据库,C034,"湖南大学
土木工程学院
硕士
2023
U44
基于数值模拟和~#@机器学习@#~的非接触式车辆称重方法
Non-contact Vehicle Weighing Method Based on Numerical Simulation and Machine Learning
余甜甜
孔烜
土木工程
车辆称重
黄远
随着我国交通运输业的迅速发展,运输车辆的数量和载重不断增...",,,0060047;,CMFDTEMP,论文,,,CCCM,10532
CMFD,,刘雪芹;魏大鹏,CDMDTMP,000063264768,,TiO_2光催化降解污染物的~#@机器学习@#~预测,0,2024-03-23,103,硕士,1024459413.nh,True,唐容,,,27134889;44607430;,2024,,降解污染物;TiO_2光催化;机器学习;XGBoost,中国优秀硕士学位论文全文数据库,B014;B014;B027,"重庆理工大学
理学院
硕士
2024
TiO_2光催化降解污染物的~#@机器学习@#~预测
Machine Learning Prediction of TiO_2 Photocatalytic Degradation of Pollutants
唐容
刘雪芹；魏大鹏
电子信息（专业学位）
光催化的~#@机器学习@#~预测
能源短缺和水资源污染成为全球关注的问题,光催化降解技术...",,,0046910;,CMFDTEMP,论文,,,BBBM,11660
CMFD,,程平,CDMDTMP,000048421088,,基于~#@机器学习@#~的上市公司财务状况质量评价研究,0,2024-03-20,156,硕士,1024458744.nh,True,邓湘煜,,,24788390;,2024,,财务状况质量评价;;企业画像;;机器学习,中国优秀硕士学位论文全文数据库,I138;J152;J152;J159;J160;J162,"重庆理工大学
硕士
2024
基于~#@机器学习@#~的上市公司财务状况质量评价研究
Research on Quality Evaluation of Financial Status of Listed Companies Based on Machine Learning
邓湘煜
程平
会计学
会计信息化
随着大数据、人工智能等新一代信息技术的发展,各行各业都在积极探索如何...",,,0046910;,CMFDTEMP,论文,,,IIIM,11660
CMFD,,陈希,CDMDTMP,000063473395,,基于~#@机器学习@#~的慢性病患者再入院风险预测研究,0,2023-06-01,55,硕士,1024464259.nh,True,吴泽源,,,24800300;,2023,,再入院预测;机器学习;随机森林;卷积神经网络,中国优秀硕士学位论文全文数据库,E080;I140,"西安电子科技大学
硕士
2023
C931
基于~#@机器学习@#~的慢性病患者再入院风险预测研究
A Study on Predicting the Risk of Readmission among Chronic Disease Patients Based on Machine Learning
吴泽源
陈希
管理科学与工程
近年来,随着经济的发展和社会的进步,人口老龄化...",,,0008505;,CMFDTEMP,论文,,,EEEM,10701
CMFD,,刘瑾,CDMDTMP,000063656127,,《~#@机器学习@#~在生物科学应用中的最新进展与未来展望》（节选）的汉译及翻译实践报告,0,2024-05-20,51,硕士,1024513768.nh,True,杨培培,,,06966693;,2024,,机器学习;;生态翻译;;三维转换;;翻译方法,中国优秀硕士学位论文全文数据库,F085,"贵州师范大学
硕士
2024
《~#@机器学习@#~在生物科学应用中的最新进展与未来展望》（节选）的汉译及翻译实践报告
The English-Chinese Translation of Machine Learning in Biological Sciences:Updates and Future Prospects (Excerpts) and a Report on the T...",,,0186961;,CMFDTEMP,论文,,,FFFM,10663
CMFD,,吴玖荣,CDMDTMP,000063743960,,基于CFD及~#@机器学习@#~的高层建筑气动荷载时程预测研究,0,2024-05-01,88,硕士,1024520943.nh,True,王坤,,,22219887;,2024,,高层建筑;CFD数值仿真;机器学习算法;优化算法,中国优秀硕士学位论文全文数据库,C038,"广州大学
硕士
2024
基于CFD及~#@机器学习@#~的高层建筑气动荷载时程预测研究
Numerical Prediction on Time Series of Aerodynamic Loading of Tall Building by CFD and Machine Learning Algorithm
王坤
吴玖荣
土木工程（专业学位）
结构抗风
近年来,随着我国经...",,,0138954;,CMFDTEMP,论文,,,CCCM,11078
CMFD,,高旭亮,CDMDTMP,000063660382,,基于~#@机器学习@#~的多级评分认知诊断个人拟合方法研究,0,2024-05-29,37,硕士,1024513937.nh,True,李宁,,,42889803;,2024,,机器学习;;认知诊断;;个人拟合统计量;;异常反应模式,中国优秀硕士学位论文全文数据库,F102,"贵州师范大学
硕士
2024
基于~#@机器学习@#~的多级评分认知诊断个人拟合方法研究
Person-fit for Cognitive Diagnostic Tests with Polytomous Items Based on Machine Learning
李宁
高旭亮
应用心理（专业学位）
心理统计与测量
认知诊断评估(Cognitive Diagnostic As...",,,0186961;,CMFDTEMP,论文,,,FFFM,10663
CMFD,,刘超,CDMDTMP,000049885630,,~#@机器学习@#~驱动的盾构隧道施工地表沉降预测和控制研究,0,2024-06-01,64,硕士,1024520945.nh,True,王泽盼,,,23763710;,2024,,盾构隧道;机器学习;模型解释;沉降预测,中国优秀硕士学位论文全文数据库,A011;A011;C028;C034;I140,"广州大学
硕士
2024
~#@机器学习@#~驱动的盾构隧道施工地表沉降预测和控制研究
Research on Surface Settlement Prediction and Control in Shield Tunnel Construction Driven by Machine Learning
王泽盼
刘超
土木工程（专业学位）
隧道智能建造
盾构施工引起的地表沉降...",,,0138954;,CMFDTEMP,论文,,,AAAM,11078
CMFD,,叶小飞,CDMDTMP,000000920958,,基于~#@机器学习@#~的自发呈报系统中药品不良反应信号检测研究,0,2024-05-01,71,硕士,1024027210.nh,True,陈枭,,,#;,2024,,药品不良反应;信号检测;自发呈报系统;不相称方法,中国优秀硕士学位论文全文数据库,E079,"中国人民解放军海军军医大学
硕士
2024
基于~#@机器学习@#~的自发呈报系统中药品不良反应信号检测研究
Signal Detection of Adverse Drug Reaction in Spontaneous Reporting System Based on Machine Learning
陈枭
叶小飞
卫生统计学教研室
公共卫生（专业学位）
一、研究背景
药...",,,1701967;,CMFDTEMP,论文,,,EEEM,91020
CMFD,,张恒汝,CDMDTMP,000063972244,,基于~#@机器学习@#~的互联网小额信贷授信风险问题研究,0,2022-10-01,6,硕士,1024022174.nh,True,陈俊安,,,28662367;,2022,,机器学习;;小额信贷;;风控模型;;信用评分卡,中国优秀硕士学位论文全文数据库,I140;J157;J159;J162,"西南石油大学
硕士
2022
C93
基于~#@机器学习@#~的互联网小额信贷授信风险问题研究
陈俊安
张恒汝
工程管理硕士（专业学位）
风险管理
近年来,互联网金融业务在国内逐渐兴起,为了能够更好地服务于客户,商业银行信贷业务也不例外地朝着互联网方向大力发展,形成新的互联网信贷行业领域。在这样的趋势下,互联网信贷的风险也随之产生,信贷风险管理是该领域主要的研究内容之一。本文的研...",,,0184187;,CMFDTEMP,论文,,,IIIM,10615
CMFD,,王平;宋雨夏,CDMDTMP,000063971066,,基于~#@机器学习@#~的水体重金属污染预测与健康风险评价,0,2024-05-01,118,硕士,1024048983.nh,True,冯良杰,,,10569812;44582139;,2024,,重金属;预测模型;机器学习;健康风险,中国优秀硕士学位论文全文数据库,B027;B027,"中南林业科技大学
生命与环境科学学院
硕士
2024
基于~#@机器学习@#~的水体重金属污染预测与健康风险评价
Machine Learning-Based Prediction of Heavy Metal Pollution in Water Bodies and Health Risk Assessment
冯良杰
王平；宋雨夏
环境工程（专业学位）
环境规划与评价
在...",,,0129784;,CMFDTEMP,论文,,,BBBM,10538
CMFD,,赵志杰,CDMDTMP,000063813189,,基于~#@机器学习@#~的视频点播平台客户细分与保留策略研究,0,2024-05-27,45,硕士,1024051654.nh,True,赵全盛,,,07015122;,2024,,视频点播平台;;RFM模型;;客户保留;;机器学习,中国优秀硕士学位论文全文数据库,H127;I138;I138;J157,"哈尔滨商业大学
硕士
2024
基于~#@机器学习@#~的视频点播平台客户细分与保留策略研究
Research on Customer Segmentation and Retention Strategy of VOD Platform Based on Machine Learning
赵全盛
赵志杰
哈尔滨商业大学
电子商务
先进的无线技术和智能移动设备使用户几乎可以从任何...",,,0083905;,CMFDTEMP,论文,,,HHHM,10240
CMFD,,姬亚锋,CDMDTMP,000060682119,,基于~#@机器学习@#~的304不锈钢组织性能预报,0,2024-05-01,61,硕士,1024543095.nh,True,樊鹏飞,,,34301440;,2024,,不锈钢;机器学习;组织性能预测;晶体塑形有限元,中国优秀硕士学位论文全文数据库,B022;I140,"太原科技大学
机械工程学院
硕士
2024
TG335
基于~#@机器学习@#~的304不锈钢组织性能预报
Prediction of Microstructure and Properties of 304 Stainless Steel Based on Machine Learning
樊鹏飞
姬亚锋
机械（专业学位）
南伟杰
随着工业化和城市化进程的加速,以及人们对于...",,,0267230;,CMFDTEMP,论文,,,BBBM,10109
CMFD,,乔智威;王海涛,CDMDTMP,000051210537,,铁基合金耐蚀性能的研究,0,2024-05-01,22,硕士,1024520336.nh,True,陈尤,,,40222460;62095973;,2024,,铁基合金;;腐蚀;;密度泛函理论;;机器学习,中国优秀硕士学位论文全文数据库,B022,"广州大学
硕士
2024
铁基合金耐蚀性能的研究
Research on the Corrosion Resistance of Ferrous Alloys
密度泛函理论计算与~#@机器学习@#~相结合的探索
An Exploration Combining Density Functional Theory Calculations and Machine Learning
陈尤...",,,0138954;,CMFDTEMP,论文,,,BBBM,11078
CMFD,,吴京,CDMDTMP,000048285150,,基于~#@机器学习@#~的预应力混凝土梁裂缝宽度控制方法研究,0,2023-05-24,17,硕士,1024544831.nh,True,柳东森,,,06619596;,2023,,机器学习;预应力混凝土梁;裂缝宽度;模型解释,中国优秀硕士学位论文全文数据库,C038,"第一章  绪论
1
第一章  绪论
1.1  研究背景及意义
预应力混凝土是指通过预先施加张拉力（即预应力）的方法，在混凝土中产生压应
力来抵消全部或者部分外荷载产生的应力，降低混凝土承受的拉应力，因此构件在使用
荷载作用下能够不开裂、推迟开裂、或者减小裂缝开展的宽度[1]。与普通混凝土相比，
预应力混凝土主要有以下三点优势。第一，节约工程材料，经济性好。对于大跨度、重
荷载、裂缝...",,,0220478;,CMFDTEMP,论文,,,CCCM,10286
CMFD,,凌士勤;杨光星,CDMDTMP,000060949028,,基于~#@机器学习@#~的可转债多因子量化策略设计,0,2023-06-01,8,硕士,1023609219.nh,True,邓小洪,,,10528279;60430975;,2023,,可转债;;多因子;;量化投资;;机器学习,中国优秀硕士学位论文全文数据库,I140;J159;J160;J162,"中南财经政法大学
硕士
2023
基于~#@机器学习@#~的可转债多因子量化策略设计
Design of Multi-factor Quantitative Strategy for Convertible Bonds Based on Machine Learning
邓小洪
凌士勤；杨光星
金融（专业学位）
量化投资
作为我国资本市场重要组成部分和中小企业重要融资手段的可转债...",,,0153671;,CMFDTEMP,论文,,,IIIM,10520
CMFD,,唐攀,CDMDTMP,000064093082,,基于可解释~#@机器学习@#~的公司债券违约预测研究,0,2023-05-25,28,硕士,1024545518.nh,True,唐欣,,,31419226;,2023,,公司债违约;;违约影响因素;;机器学习模型;;可解释机器学习模型,中国优秀硕士学位论文全文数据库,I140;J152;J159;J160;J162,"东南大学
硕士
2023
F832.5
基于可解释~#@机器学习@#~的公司债券违约预测研究
Corporate Bond Default Prediction Based on Explainable Machine Learning
唐欣
唐攀
金融学
金融工程
尹威
近年来,习近平总书记多次强调金融业向实体经济输血的重要性;2021年表决通过的“十四五”规划中也明确提出...",,,0220478;,CMFDTEMP,论文,,,IIIM,10286
CMFD,,陈益凯,CDMDTMP,000041859076,,基于~#@机器学习@#~的阵列天线高效综合技术研究,0,2024-04-01,23,硕士,1024574938.nh,True,李秋梅,,,24113986;,2024,,非均匀阵列综合;;机器学习;;互耦效应;;等效小阵列,中国优秀硕士学位论文全文数据库,I136;I140,"第一章  绪论
1
第一章 绪论
1.1 研究背景与意义
天线是无线电系统的眼睛和耳朵，能有效地辐射和接收携带信息的波，因此被
广泛应用于通信、成像、导航、雷达和遥感等各个领域[1]。随着科技的进步，人们
对系统中天线的性能要求越来越高，例如需要产生特定形状的波束或者在某些方
向上增强辐射能量并在其他方向上抑制辐射能量等等。单一天线往往难以满足复
杂的应用需求，为此，需要将天线单元...",,,0178313;,CMFDTEMP,论文,,,IIIM,10614
CMFD,,林熹,CDMDTMP,000064578113,,~#@机器学习@#~和深度~#@学习@#~在热电材料热电优值预测中的应用,0,2023-01-01,7,硕士,1024582070.nh,True,李翼,,,45751363;,2023,,热电材料;;机器学习;;特征工程;;热电优值,中国优秀硕士学位论文全文数据库,B020;I140,"哈尔滨工业大学硕士学位论文
- 1 -
第 1 章 绪 论
1.1 课题研究背景
在现今这个工业化时代，由于传统能源的日益紧缺和技术限制造成的能源浪
费，如何高效地利用能源并开发新能源是人类亟待解决的问题。在使用化石能源、
电能和太阳能时会产生余热[1]，对余热的回收利用有利于环境保护和缓解能源短
缺[2]。热电材料制成的设备可以通过塞贝克效应和帕尔贴效应将废热转化为电能，
以保护...",,,0149444;,CMFDTEMP,论文,,,BBBM,10213
CJFD,,,AGRI2405,000061608119;000039704537;000029320589;000036715763;000006265373;000052729831;000050586897;000061608120;000037835536,,多源遥感数据与~#@机器学习@#~算法的沼泽湿地信息提取,0,2024-04-28,691,期刊,LKGL202402003,True,李濡旭;武海涛;姜明;邹元春;秦树林;徐琛;王丹;田恩朋;薛振山;,,,,2024,,多源遥感数据;机器学习;随机森林;GEE,湿地科学与管理,A008;B027;I140;,"遥感技术具有观测范围广、时间分辨率高、信息量大等特点，在湿地资源调查中得到广泛应用（Abdelmajeed et al.,2023）。其中，雷达数据能够监测湿地区域内水文要素的相关信息，多光谱数据则提供植被覆盖和群落类型的相关信息，在湿地和植被带信息的识别和区分方面发挥了一定的作用（Fan et al.,2023）。Sentinel-1合成孔径雷达（SAR）数据具有显著的优势，不受天气状况的影响，...",,02,0124529;1698842;0793117;1699299;,CJFDLAST2024,期刊,,,LKGL,
CJFD,,,MEDI2406S1,000062272690;000001070189;000006842478,,~#@机器学习@#~在因果推断中的应用,0,2024-04-25,574,期刊,ZGWT202402036,True,王星;吴亚飞;方亚;,,,,2024,,机器学习;;因果推断;;因果模型,中国卫生统计,E080;I140;,~#@机器学习@#~具有强大的模型外线性和非线性预测能力， 其侧重于关联， 在疾病风险预测、 诊断和预后等方面得到广泛应用[1]。因果推断具有良好的推理能力和可解释性， 侧重于因果关系。~#@机器学习@#~和因果推断在早期并无太大联系， 甚至在某些情况下， 二者存在矛盾。进入大数据时代后， 由于传统的因果推断方法侧重于二维变量， 如果直接应用于高维数据， 有可能会影响因果推断的准确性， 甚至无法运...,,02,0125037;,CJFDLAST2024,期刊,,,ZGWT,
CJFD,,,SCTC2405S1,000042949381,,基于~#@机器学习@#~的工业控制网络安全态势感知技术研究,1,2024-04-25,375,期刊,LTCL202402018,True,闫驰;,,,,2024,,工业控制网络;;安全态势感知;;机器学习,流体测量与控制,I139;I140;,"1 前言
工业控制网络是指用于控制和监测生产过程的网络系统，在现代工业生产中起着至关重要的作用[1]。然而，由于其特殊的应用环境和网络结构，工业控制网络的安全问题一直是一个难题[2]。为了保障工业控制网络的安全，需要建立一套完整的安全态势感知体系。
[1]
[2]
2 ~#@机器学习@#~技术
~#@机器学习@#~是人工智能的分支领域，它研究如何使计算机能够从数据中~#@学习@#~和提取...",,02,2232421;,CJFDLAST2024,期刊,,,LTCL,
CJFD,,,SCTC2405S2,000039582292;000064098820;000001185410,,可信~#@机器学习@#~综述,1,2024-04-15,307,期刊,GDJX202402014,True,陈彩华;佘程熙;王庆阳;,,,,2024,,可信机器学习;公平性;可解释性;鲁棒性,工业工程,I140;,####~#@机器学习@#~是人工智能领域的一个重要分支，是对通过~#@学习@#~经验数据提高计算机系统或算法性能以适应各种环境和任务的研究[1]。该方法作为当今发展速度最快的技术之一，受到了学界和业界的广泛关注与认可，在各行各业都得到了广泛的应用[2]，在图像识别、自然语言处理、数据挖掘与预测等关键任务上都展现出了超越人类的能力[3]。随着~#@机器学习@#~在大众生活中的不断渗入与广泛应用，人...,,02,0069758;,CJFDLAST2024,期刊,,,GDJX,
CMFD,,党淑娥;陈娟,CDMDTMP,000064132980,,~#@机器学习@#~联合遗传算法策略下的高性能Cu-Ni-Co-Si合金设计,0,2024-04-10,33,硕士,1024542709.nh,True,张英凡,,,05980043;14201798;,2024,,Cu-Ni-Co-Si;机器学习;遗传算法;冷轧变形,中国优秀硕士学位论文全文数据库,B022;I140,"太原科技大学
材料科学与工程学院
硕士
2024
TG146.11;TP181
~#@机器学习@#~联合遗传算法策略下的高性能Cu-Ni-Co-Si合金设计
Design of High-performance Cu-Ni-Co-Si Alloy with Machine Learning Joint Genetic Algorithm Strategy
张英凡
党淑娥；陈娟
材...",,,0267230;,CMFDTEMP,论文,,,BBBM,10109
CMFD,,孙罡,CDMDTMP,000040205655,,面向分布式~#@机器学习@#~的高性能传输技术研究,0,2024-04-09,6,硕士,1024576861.nh,True,武浩,,,28814421;,2024,,分布式机器学习;模型训练;梯度传输;多路径,中国优秀硕士学位论文全文数据库,I136;I140,"第一章 绪论
第一章 绪 论
1.1 研究工作的背景及意义
在步入全新的数字经济时代，伴随着 6G 通信技术的破晓、云计算的广泛普
及、区块链技术的不断创新、数字孪生技术的兴起，以及人工智能、物联网、物
理计算、云计算等领域的迅猛发展，人类社会正以前所未有的速度拥抱科技与经
济、社会的深度融合。作为驱动人工智能发展的关键技术引擎，~#@机器学习@#~与深度
~#@学习@#~正经历一场...",,,0178313;,CMFDTEMP,论文,,,IIIM,10614
CJFD,,,SCTA2405,000061129366;000061129363;000061129364;000020303648;000036900329;000006522282;000025726763;000039885579,,~#@机器学习@#~方法在植物基因组信息预测中的研究现状,0,2024-04-08 12:22,593,期刊,SMKX202403015,True,张兆旭;管思彤;林一鸣;苏培森;黄思罗;孟宪勇;柳平增;颜君;,,,,2024,,机器学习;植物基因组预测;蛋白质相互作用;分子位点预测,生命科学,A006;,"随着高通量测序技术(high-throughput sequencing)的快速发展、测序数据量的迅猛增长，基因组学研究已进入到大数据时代和后基因组时代[1]。如何从这些海量的测序数据中提炼出有用信息已成为一项巨大的挑战。~#@机器学习@#~(machine learning,ML)通过训练数据集获得~#@学习@#~能力[2]，能够轻松处理高维数据，可在测序数据中寻找众多的功能元件序列，如转录起始...",,03,0260566;0160238;0045381;,CJFDLAST2024,期刊,,,SMKX,
CJFD,,,SOCI2405,000028580217;000025668939;000025737085,,智慧水利“教学+科创+竞赛”协同体系构建——以智慧水利“人工智能与~#@机器学习@#~”课程建设为例,0,2024-04-08,493,期刊,HLLJ202404025,True,刘泽;张智韬;许景辉;,,,,2024,,智慧水利;课程体系;教学改革;大学生科创,黑龙江教育(高教研究与评估),H131;I140;,为了加快智慧水利建设，推动新阶段水利高质量发展，2021年10月，水利部制定了《关于大力推进智慧水利建设的指导意见》《智慧水利建设顶层设计》及《十四五智慧水利建设规划》，确定了建设数字孪生流域，实现具有预报、预警、预演、预案功能的智慧水利体系[1]。鉴于智慧水利在促进水资源优化配置、水利工程智能建造及水灾害防治等方面表现出的独特优势，目前智慧水利已成为全国各大水利部门的研发热点，但是智慧水利复合型...,,04,0088638;,CJFDLAST2024,期刊,,,HLLJ,
CMFD,,赵延文,CDMDTMP,000064518996,,基于~#@机器学习@#~的天线优化与设计研究,0,2024-04-03,36,硕士,1024574920.nh,True,纪麟,,,06549389;,2024,,天线优化;高斯过程回归;支持向量机;k近邻回归,中国优秀硕士学位论文全文数据库,I136;I140,"第一章  绪  论
1
第一章 绪  论
随着现代无线通信技术的发展，人们对于电磁波的传输机制和频谱分配有着
更为精细的划分。天线作为发射与接收电磁信号的载体，也随之面临着多元化的设
计要求，其结构与应用环境日趋复杂[1]。在天线设计优化中，工程师们需要不断调
试天线来满足不同的应用需求，这常常需要大量的时间与计算资源[2]。利用优化算
法辅助天线快速优化与设计具有重要的研究价值和意...",,,0178313;,CMFDTEMP,论文,,,IIIM,10614
CJFD,,,SOCI2406S1,000045910890,,基于OBE和德育教育的~#@机器学习@#~课程探索与实践,0,2024-04-01,41,期刊,JMNT202404014,True,张俊丽;,,,,2024,,机器学习;;OBE教学理念;;德育教育,中国多媒体与网络教学学报(上旬刊),H131;I140;,"引言
~#@机器学习@#~作为人工智能领域的一个关键分支，已经成为推动技术革新和产业变革的重要力量。在大数据技术的推动下，~#@机器学习@#~算法和模型处理大规模数据集的能力得到了显著提升，这从推荐系统到自动驾驶汽车，从语音识别到图像处理，~#@机器学习@#~都扮演着核心角色。预计在未来十年，掌握~#@机器学习@#~的基础理论和方法将成为大多数工程技术人员必备的技能。开设~#@机器学习@#~课程...",,04,0231300;,CJFDLAST2024,期刊,,,JMNT,
CDFD,,孙友谊,CDMDTMP,000017090423,,基于~#@机器学习@#~的电化学储能器件电极性能预测,0,2024-04-01,85,博士,1024593889.nh,True,惠周利,,,10662808;,2024,,锂离子电池;;超级电容器;;机器学习;;可解释性,中国博士学位论文全文数据库,C042;C042;I140,"中北大学学术学位博士学位论文
1
1  绪论
1.1  电化学储能基本概念
随着世界人口的不断增长、工业规模的持续扩大以及便携式设备的广泛使用，
能源需求越来越大。由于石油、煤炭等传统不可再生能源在使用后无法及时补充，
且使用过程中污染环境，释放大量二氧化碳，导致温室效应，影响人类生存。当今
科技发展的重点和最大挑战是如何促进传统石油和煤炭能源向可持续再生能源（风
能、水电、核能、...",,,0036109;,CDFDTEMP,论文,,,CCCD,10110
CMFD,,陈慧琴,CDMDTMP,000064073024,,基于~#@机器学习@#~的Cu-Ni-Co-Si合金带材形变热处理组织性能预测,0,2024-04-01,37,硕士,1024543176.nh,True,闫碧霄,,,09917834;,2024,,Cu-Ni-Co-Si合金;固溶时效;冷变形;组织性能,中国优秀硕士学位论文全文数据库,B022;I140,"太原科技大学
材料科学与工程学院
硕士
2024
TG166.2
基于~#@机器学习@#~的Cu-Ni-Co-Si合金带材形变热处理组织性能预测
Prediction of Microstructures and Properties of Cu-Ni-Co-Si Alloy Strip after Deformation and Heat Treatments Based on Ma...",,,0267230;,CMFDTEMP,论文,,,BBBM,10109
CMFD,,陈益凯,CDMDTMP,000041859076,,基于~#@机器学习@#~的阵列天线高效综合技术研究,0,2024-04-01,23,硕士,1024574938.nh,True,李秋梅,,,24113986;,2024,,非均匀阵列综合;;机器学习;;互耦效应;;等效小阵列,中国优秀硕士学位论文全文数据库,I136;I140,"第一章  绪论
1
第一章 绪论
1.1 研究背景与意义
天线是无线电系统的眼睛和耳朵，能有效地辐射和接收携带信息的波，因此被
广泛应用于通信、成像、导航、雷达和遥感等各个领域[1]。随着科技的进步，人们
对系统中天线的性能要求越来越高，例如需要产生特定形状的波束或者在某些方
向上增强辐射能量并在其他方向上抑制辐射能量等等。单一天线往往难以满足复
杂的应用需求，为此，需要将天线单元...",,,0178313;,CMFDTEMP,论文,,,IIIM,10614
CMFD,,郑泽忠,CDMDTMP,000054372836,,基于~#@机器学习@#~的三相变压器绕组短路和几何变形故障下状态预测研究,0,2024-04-01,23,硕士,1024577827.nh,True,胡金赤,,,26792722;,2024,,故障分类;磁通预测;绕组短路;几何变形,中国优秀硕士学位论文全文数据库,C042;I140,"第一章 绪论
1
第一章 绪论
1.1 研究意义
随着以新能源为主体的新型电力系统的不断发展和先进数字技术与电力系统
的深度融合[1]，促使智能化电力电子系统接入电网，为电力系统的演进和传播模
式带来了巨大的变革，数字技术的价值在电网得以充分运用和释放，以数据为关
键要素的数字电网成为了智能电网建设发展的一种新思路，新思想和新理念[2]。
相应地，数字电网需要对面临海量信息流交互、...",,,0178313;,CMFDTEMP,论文,,,CCCM,10614
CMFD,,孙艳娟,CDMDTMP,000064530936,,基于~#@机器学习@#~的光催化去除NO性能预测及模型可解释性研究,0,2024-03-31,28,硕士,1024576587.nh,True,李静,,,44083746;,2024,,机器学习;石墨相氮化碳;铋系材料;光催化,中国优秀硕士学位论文全文数据库,B014;B027,"第一章  绪论
1
第一章 绪论
1.1 研究背景及意义
良好的大气环境是确保人类健康和社会发展的先决条件。然而，当今全球许多
地区依然存在高于世界卫生组织（WHO）空气质量指导值的细颗粒物（PM2.5）浓
度以及不断增加的臭氧（O3）污染[1, 2]。这种污染状况会导致呼吸系统健康产生不
良影响，并对许多地区的农作物生长造成破坏[3]。作为形成 PM2.5 和 O3 的关键前驱
...",,,0178313;,CMFDTEMP,论文,,,BBBM,10614
CJFD,,,INFO2405,000061154694;000005003422,,~#@机器学习@#~在帕金森病诊断中的应用研究,1,2024-03-30,669,期刊,DKDX202402020,True,李西;姜孟;,,,,2024,,帕金森病;;机器学习;;人工智能;;诊断,电子科技大学学报,E070;I140;,"帕金森病（Parkinson’s Disease,PD）是继阿尔茨海默病（Alzheimer’s Disease,AD）之后的第二大常见的神经退行性疾病，平均发病年龄为60岁左右。PD影响着全世界700～1 000万人[1]，中国每年新增超过10万患者，近年来还呈现年轻化的发病趋势。到2030年，中国PD患者可能将占世界PD患者总人数的一半[2]。PD与位于人脑丘脑区的黑质损坏相关，黑质神经元不可...",,02,0794798;1698499;,CJFDLAST2024,期刊,,,DKDX,
CJFD,,,MEDI2406S1,000023477505;000046403812;000040123303;000005526395;000021854363,,~#@机器学习@#~在婴幼儿孤独症谱系障碍早期筛查中的应用进展,0,2024-03-30,93,期刊,BIOM202402012,True,朱宏锐;张华;任珊;梅媛;肖归;,,,,2024,,孤独症谱系障碍;;机器学习;;早期筛查;;婴幼儿,教育生物学杂志,E069;E071;,"孤独症谱系障碍（autism spectrum disorder,ASD）是一组以社交障碍及重复刻板的兴趣和行为为核心症状的神经发育性疾病[1]。ASD起病于发育早期，在出生后6～18个月时即可显现相应症状[2]。近年来，ASD的患病率不断攀升，已成为儿童期最常见的神经发育障碍之一[3]，并且在世界范围内呈现无地区差异性的流行趋势[4]。美国疾病预防控制中心2021年的数据显示，ASD在8岁儿童中...",,02,0204762;,CJFDLAST2024,期刊,,,BIOM,
CDFD,,虞红芳,CDMDTMP,000024043052,,面向跨数据中心~#@机器学习@#~的高性能训练系统及性能优化技术,0,2024-03-26,34,博士,1024573953.nh,True,李宗航,,,06572128;,2024,,地理分布式机器学习;通信架构设计;通信调度优化;系统异质性优化,中国博士学位论文全文数据库,I137;I140,"第一章 绪论
第一章 绪 论
1.1 研究背景及意义
尽管分布式~#@机器学习@#~在单个智算中心内已经取得巨大成功，但出于用户服务
延迟和数据监管要求的考虑，企业常在世界各地建设数据中心。这些数据中心就
近服务用户，就近存储用户数据，所以训练数据天然是地理分散的。另一方面，
近期的研究对智算集群中 GPU 的使用情况进行了统计，发现仅有 55% 至 80% 的
GPU 得到了利用 ...",,,0178313;,CDFDTEMP,论文,,,IIID,10614
CDFD,,李洪伟,CDMDTMP,000004185988,,~#@机器学习@#~场景下的数据安全与隐私保护技术研究,0,2024-03-25,99,博士,1024574203.nh,True,刘小源,,,06540886;,2024,,机器学习;;分布式框架;;特征提取;;隐私保护技术,中国博士学位论文全文数据库,I138;I140,"第一章 绪论
第一章 绪 论
1.1 研究工作的背景与意义
从 Alpha Go[1]的突破到 Chat GPT[2–5]的发展，人工智能作为新一轮科技革命和
产业变革的先锋，正在从根本上改变人们处理和分析数据的方式。全球各大国家
纷纷将占据人工智能制高点视为夺取科技优势的核心策略，推动了人工智能向着
技术快速创新和应用广泛的新时代迈进。在这一背景下，众多创新产品如自动驾
驶、智能安...",,,0178313;,CDFDTEMP,论文,,,IIID,10614
